CHEESMAN,Max T,Min T,Precipitation,Snowfall
3/7/1913,51,18,0,0
3/8/1913,56,16,0,0
3/9/1913,54,19,0,0
3/10/1913,54,17,0,0
3/11/1913,52,25,0,0
3/12/1913,54,23,0,0
3/13/1913,42,20,T,0
3/14/1913,38,5,0.11,1.1
3/15/1913,36,-3,T,T
3/16/1913,47,15,0,0
3/17/1913,56,30,0,0
3/18/1913,56,40,0,0
3/19/1913,56,30,0,0
3/20/1913,43,11,T,T
3/21/1913,42,1,0,0
3/22/1913,54,20,0,0
3/23/1913,54,30,0,0
3/24/1913,37,19,T,T
3/25/1913,24,9,0.15,1.5
3/26/1913,33,-9,T,T
3/27/1913,52,6,0,0
3/28/1913,56,22,0,0
3/29/1913,57,22,0,0
3/30/1913,61,37,0,0
3/31/1913,66,31,0,0
4/1/1913,64,28,0,0
4/2/1913,58,29,0,0
4/3/1913,47,20,0.17,1.7
4/4/1913,53,14,0,0
4/5/1913,63,26,0,0
4/6/1913,61,35,0,0
4/7/1913,55,30,0.15,1.5
4/8/1913,32,24,0.82,8.2
4/9/1913,33,18,0.09,0.9
4/10/1913,41,11,0,0
4/11/1913,58,11,0,0
4/12/1913,61,20,0,0
4/13/1913,65,25,0,0
4/14/1913,68,27,0,0
4/15/1913,66,35,0,0
4/16/1913,68,36,0,0
4/17/1913,68,30,0,0
4/18/1913,57,39,0.15,0
4/19/1913,60,36,0.3,0
4/20/1913,64,30,0,0
4/21/1913,60,38,0,0
4/22/1913,57,35,0,0
4/23/1913,57,22,0.14,1.4
4/24/1913,42,15,0,0
4/25/1913,49,27,0,0
4/26/1913,64,28,0,0
4/27/1913,67,30,0,0
4/28/1913,71,31,0,0
4/29/1913,68,33,0,0
4/30/1913,68,45,0,0
5/1/1913,68,38,0,M
5/2/1913,50,36,0,M
5/3/1913,46,33,0,M
5/4/1913,64,25,0,M
5/5/1913,65,36,0,M
5/6/1913,69,32,0,M
5/7/1913,67,34,0,M
5/8/1913,63,33,0,M
5/9/1913,58,40,0,M
5/10/1913,71,37,0,M
5/11/1913,74,40,0,M
5/12/1913,72,37,0,M
5/13/1913,70,39,0,M
5/14/1913,62,37,T,M
5/15/1913,60,29,0,M
5/16/1913,69,35,0,M
5/17/1913,68,45,0,M
5/18/1913,72,47,0,M
5/19/1913,72,40,0,M
5/20/1913,62,38,0.34,M
5/21/1913,60,38,0,M
5/22/1913,70,34,0,M
5/23/1913,75,40,0,M
5/24/1913,77,41,T,M
5/25/1913,79,41,0,M
5/26/1913,79,43,T,M
5/27/1913,78,46,T,M
5/28/1913,75,51,0,M
5/29/1913,79,44,0,M
5/30/1913,78,47,T,M
5/31/1913,80,42,0,M
6/1/1913,78,47,0.01,M
6/2/1913,77,42,0,M
6/3/1913,72,41,T,M
6/4/1913,75,42,T,M
6/5/1913,75,42,0,M
6/6/1913,71,48,0.16,M
6/7/1913,63,42,0.36,M
6/8/1913,67,41,0.04,M
6/9/1913,66,46,0,M
6/10/1913,66,48,0,M
6/11/1913,64,45,0.14,M
6/12/1913,64,42,0.17,M
6/13/1913,74,42,0,M
6/14/1913,79,42,0,M
6/15/1913,81,44,0,M
6/16/1913,81,45,0,M
6/17/1913,80,46,0,M
6/18/1913,80,51,0,M
6/19/1913,71,49,0.32,M
6/20/1913,78,43,T,M
6/21/1913,79,43,0,M
6/22/1913,79,46,0,M
6/23/1913,72,51,0,M
6/24/1913,79,43,0,M
6/25/1913,79,52,0,M
6/26/1913,82,48,0,M
6/27/1913,82,47,0,M
6/28/1913,82,52,0,M
6/29/1913,79,53,0,M
6/30/1913,80,48,0,M
7/1/1913,84,45,0,M
7/2/1913,89,49,0,M
7/3/1913,89,48,0,M
7/4/1913,88,50,0,M
7/5/1913,89,52,0,M
7/6/1913,89,59,T,M
7/7/1913,90,51,0,M
7/8/1913,86,54,0,M
7/9/1913,80,52,0.25,M
7/10/1913,87,50,0,M
7/11/1913,85,48,0,M
7/12/1913,87,47,0,M
7/13/1913,89,50,0,M
7/14/1913,89,57,0,M
7/15/1913,86,55,0.08,M
7/16/1913,81,54,0.67,M
7/17/1913,80,51,0.17,M
7/18/1913,74,55,0.22,M
7/19/1913,62,53,0.14,M
7/20/1913,65,53,T,M
7/21/1913,75,53,0,M
7/22/1913,76,50,T,M
7/23/1913,71,53,0.3,M
7/24/1913,78,53,0,M
7/25/1913,78,48,0,M
7/26/1913,76,44,0,M
7/27/1913,77,47,0,M
7/28/1913,79,43,0,M
7/29/1913,80,45,0,M
7/30/1913,85,51,0,M
7/31/1913,80,47,0,M
8/1/1913,84,51,0,M
8/2/1913,86,49,0,M
8/3/1913,87,49,0,M
8/4/1913,82,50,0,M
8/5/1913,86,50,0,M
8/6/1913,82,51,T,M
8/7/1913,85,47,0,M
8/8/1913,88,49,0,M
8/9/1913,87,56,0.15,M
8/10/1913,80,49,0.17,M
8/11/1913,79,53,0.1,M
8/12/1913,80,55,0,M
8/13/1913,80,58,0.31,M
8/14/1913,87,53,0,M
8/15/1913,86,54,0,M
8/16/1913,85,52,0,M
8/17/1913,86,56,0.15,M
8/18/1913,83,47,T,M
8/19/1913,81,47,0,M
8/20/1913,83,50,0.38,M
8/21/1913,74,52,0.39,M
8/22/1913,75,51,0.45,M
8/23/1913,81,50,0,M
8/24/1913,77,54,0.17,M
8/25/1913,84,47,T,M
8/26/1913,85,52,0,M
8/27/1913,85,53,0,M
8/28/1913,81,57,0.2,M
8/29/1913,83,51,0,M
8/30/1913,83,50,0,M
8/31/1913,80,49,0.27,M
9/1/1913,77,48,0.15,0
9/2/1913,77,47,0.28,0
9/3/1913,79,47,0,0
9/4/1913,76,50,0,0
9/5/1913,83,47,0,0
9/6/1913,82,48,0,0
9/7/1913,77,48,0.15,0
9/8/1913,74,50,0.42,0
9/9/1913,75,49,T,0
9/10/1913,73,43,0,0
9/11/1913,72,47,0.22,0
9/12/1913,72,42,0.07,0
9/13/1913,74,42,0,0
9/14/1913,74,44,0,0
9/15/1913,68,48,0.18,0
9/16/1913,58,40,0.25,0
9/17/1913,70,36,0,0
9/18/1913,80,38,0,0
9/19/1913,78,42,0,0
9/20/1913,64,30,0,0
9/21/1913,80,33,0,0
9/22/1913,72,40,T,0
9/23/1913,58,34,0.04,0
9/24/1913,48,29,0.23,T
9/25/1913,58,29,T,0
9/26/1913,54,41,0,0
9/27/1913,56,28,0,0
9/28/1913,52,37,0,0
9/29/1913,54,33,0,0
9/30/1913,71,31,0,0
10/1/1913,65,36,0.52,0
10/2/1913,75,41,0,0
10/3/1913,70,45,T,0
10/4/1913,69,40,0,0
10/5/1913,65,37,0,0
10/6/1913,62,34,0,0
10/7/1913,60,33,0,0
10/8/1913,65,32,0,0
10/9/1913,62,38,0,0
10/10/1913,51,29,T,0
10/11/1913,64,34,0,0
10/12/1913,76,31,0,0
10/13/1913,70,42,0,0
10/14/1913,71,39,0,0
10/15/1913,60,30,0,0
10/16/1913,52,28,0,0
10/17/1913,43,20,T,0
10/18/1913,45,26,0,0
10/19/1913,42,22,0.19,1
10/20/1913,61,25,0,0
10/21/1913,58,34,0,0
10/22/1913,57,32,0.1,T
10/23/1913,68,30,0,0
10/24/1913,72,30,0,0
10/25/1913,67,23,0.11,1.4
10/26/1913,49,10,0.05,0.5
10/27/1913,58,32,0,0
10/28/1913,52,20,0.3,3
10/29/1913,52,13,0,0
10/30/1913,51,22,0,0
10/31/1913,53,23,0,0
11/1/1913,65,29,0,T
11/2/1913,60,29,0,T
11/3/1913,57,24,0.2,T
11/4/1913,53,19,0,T
11/5/1913,63,29,0,T
11/6/1913,61,34,0,T
11/7/1913,60,36,0,T
11/8/1913,62,21,0,T
11/9/1913,63,21,0,T
11/10/1913,70,25,0,T
11/11/1913,65,35,0,0
11/12/1913,62,33,0,0
11/13/1913,59,28,0,0
11/14/1913,56,28,0,0
11/15/1913,53,27,0,0
11/16/1913,62,22,0,0
11/17/1913,62,31,0,0
11/18/1913,62,31,0,0
11/19/1913,56,26,0,0
11/20/1913,56,14,0,0
11/21/1913,50,22,0,0
11/22/1913,57,16,0,0
11/23/1913,55,24,0,0
11/24/1913,56,28,0,0
11/25/1913,54,26,0,0
11/26/1913,55,21,0,0
11/27/1913,50,16,0,0
11/28/1913,50,24,0,0
11/29/1913,47,19,0.1,1
11/30/1913,40,16,0,0
12/1/1913,36,22,0.29,2.9
12/2/1913,31,11,0.39,3.9
12/3/1913,42,19,0.15,1.5
12/4/1913,38,19,1.5,15
12/5/1913,38,23,1.25,12.5
12/6/1913,46,25,0.9,9
12/7/1913,49,8,0,M
12/8/1913,43,9,M,M
12/9/1913,43,5,0,M
12/10/1913,42,2,0,M
12/11/1913,46,1,0,M
12/12/1913,38,-1,0,M
12/13/1913,44,0,0,M
12/14/1913,46,4,0,M
12/15/1913,44,14,0,M
12/16/1913,38,10,0,M
12/17/1913,45,21,0,M
12/18/1913,39,12,0,M
12/19/1913,37,14,0.1,1
12/20/1913,31,-5,0,M
12/21/1913,28,-5,0,M
12/22/1913,37,-6,0,M
12/23/1913,37,11,0,M
12/24/1913,33,-2,0,M
12/25/1913,41,-3,0,M
12/26/1913,38,17,0.09,0.9
12/27/1913,43,10,0.15,1.5
12/28/1913,40,2,0,M
12/29/1913,32,2,0,M
12/30/1913,42,4,0,M
12/31/1913,51,9,0,M
1/1/1914,49,33,T,T
1/2/1914,54,15,0,0
1/3/1914,49,29,T,T
1/4/1914,45,5,0,0
1/5/1914,51,15,0,0
1/6/1914,51,17,0,0
1/7/1914,62,22,0,0
1/8/1914,59,22,0,0
1/9/1914,M,14,0,0
1/10/1914,37,10,0,0
1/11/1914,42,7,0,0
1/12/1914,40,10,0,0
1/13/1914,50,17,0,0
1/14/1914,52,25,0,0
1/15/1914,55,26,0,0
1/16/1914,52,36,0,0
1/17/1914,52,32,0,0
1/18/1914,53,26,0,0
1/19/1914,52,33,0,0
1/20/1914,34,9,T,T
1/21/1914,44,20,0,0
1/22/1914,49,32,0,0
1/23/1914,47,25,0,0
1/24/1914,43,17,0,0
1/25/1914,45,25,0,0
1/26/1914,46,35,T,T
1/27/1914,44,27,T,T
1/28/1914,42,16,T,T
1/29/1914,39,-4,0,0
1/30/1914,50,9,0,0
1/31/1914,49,14,0,0
2/1/1914,39,21,0,0
2/2/1914,37,18,0,0
2/3/1914,37,13,0,0
2/4/1914,44,17,0,0
2/5/1914,42,16,T,T
2/6/1914,17,-17,0.08,0.8
2/7/1914,25,5,0,0
2/8/1914,42,15,0,0
2/9/1914,41,20,0,0
2/10/1914,49,18,0,0
2/11/1914,49,12,0,0
2/12/1914,48,21,0,0
2/13/1914,42,9,0,0
2/14/1914,42,10,0,0
2/15/1914,56,8,0,0
2/16/1914,55,15,0,0
2/17/1914,51,24,0,0
2/18/1914,45,24,T,0
2/19/1914,50,24,0,0
2/20/1914,53,23,0,0
2/21/1914,54,30,0,0
2/22/1914,52,14,T,T
2/23/1914,36,-2,0,0
2/24/1914,43,4,0,0
2/25/1914,47,8,0,0
2/26/1914,47,17,T,T
2/27/1914,47,-3,T,T
2/28/1914,53,22,0,0
3/1/1914,56,26,0,0
3/2/1914,57,27,0,0
3/3/1914,38,21,0.21,2.1
3/4/1914,52,17,0,0
3/5/1914,51,24,T,T
3/6/1914,33,11,T,T
3/7/1914,49,13,0,0
3/8/1914,58,16,0,0
3/9/1914,61,25,0,0
3/10/1914,M,23,T,T
3/11/1914,44,11,0,0
3/12/1914,56,11,0,0
3/13/1914,62,15,0,0
3/14/1914,63,18,0,0
3/15/1914,65,22,0,0
3/16/1914,63,26,0,0
3/17/1914,60,25,0,0
3/18/1914,57,23,T,T
3/19/1914,36,6,T,T
3/20/1914,34,20,T,T
3/21/1914,35,-6,0.12,1.3
3/22/1914,57,7,0,0
3/23/1914,55,23,0,0
3/24/1914,52,31,0,0
3/25/1914,54,28,0,0
3/26/1914,55,26,0,0
3/27/1914,56,26,0,0
3/28/1914,55,30,0,0
3/29/1914,51,34,T,T
3/30/1914,50,26,0,0
3/31/1914,51,24,0.7,7
4/1/1914,57,28,0,0
4/2/1914,63,29,0,0
4/3/1914,61,34,T,0
4/4/1914,63,28,0,0
4/5/1914,61,35,0,0
4/6/1914,63,36,0,0
4/7/1914,40,26,0.28,T
4/8/1914,30,16,T,T
4/9/1914,50,17,0,0
4/10/1914,50,26,0.15,1.5
4/11/1914,43,23,0.4,4
4/12/1914,54,19,0,0
4/13/1914,61,27,0,0
4/14/1914,64,33,0,0
4/15/1914,65,33,0,0
4/16/1914,65,40,0,0
4/17/1914,52,32,0.84,8.4
4/18/1914,40,22,T,T
4/19/1914,63,21,0,0
4/20/1914,66,32,0,0
4/21/1914,67,33,0,0
4/22/1914,65,38,0,0
4/23/1914,60,40,0,0
4/24/1914,61,33,0,0
4/25/1914,65,31,T,T
4/26/1914,63,34,0.4,2
4/27/1914,47,34,0.1,0
4/28/1914,53,32,0.18,0
4/29/1914,54,27,0,0
4/30/1914,49,28,0.47,0
5/1/1914,39,27,0.35,T
5/2/1914,55,28,0.15,T
5/3/1914,61,33,T,T
5/4/1914,60,31,0,0
5/5/1914,61,31,0,0
5/6/1914,62,31,0,0
5/7/1914,65,36,0,0
5/8/1914,75,36,0,0
5/9/1914,78,36,0,0
5/10/1914,77,40,0,0
5/11/1914,78,38,0,0
5/12/1914,51,31,0.25,0
5/13/1914,58,31,0,0
5/14/1914,56,40,0.1,0
5/15/1914,61,40,T,0
5/16/1914,58,40,0.34,0
5/17/1914,66,36,T,0
5/18/1914,62,40,T,0
5/19/1914,68,36,T,0
5/20/1914,70,40,0.42,0
5/21/1914,73,38,T,0
5/22/1914,74,42,T,0
5/23/1914,77,50,0,0
5/24/1914,69,47,0,0
5/25/1914,74,47,0,0
5/26/1914,77,40,0,0
5/27/1914,73,43,0.64,0
5/28/1914,71,41,0.2,0
5/29/1914,71,44,0,0
5/30/1914,81,45,0,0
5/31/1914,71,44,0,0
6/1/1914,68,50,0.25,0
6/2/1914,74,47,0,0
6/3/1914,75,52,0,0
6/4/1914,75,52,0,0
6/5/1914,71,45,0,0
6/6/1914,71,46,0,0
6/7/1914,68,45,0,0
6/8/1914,67,47,0,0
6/9/1914,75,41,0,0
6/10/1914,77,43,0,0
6/11/1914,84,47,0,0
6/12/1914,M,48,0,0
6/13/1914,85,46,0,0
6/14/1914,84,47,0,0
6/15/1914,71,49,1,0
6/16/1914,71,50,0,0
6/17/1914,77,46,0.34,0
6/18/1914,82,46,0,0
6/19/1914,83,50,0,0
6/20/1914,79,50,0,0
6/21/1914,79,47,0,0
6/22/1914,79,45,0,0
6/23/1914,84,49,0,0
6/24/1914,85,44,0,0
6/25/1914,83,52,T,0
6/26/1914,79,57,0,0
6/27/1914,84,53,0,0
6/28/1914,86,58,0,0
6/29/1914,84,50,0,0
6/30/1914,79,49,0.2,0
7/1/1914,70,45,T,0
7/2/1914,76,47,0,0
7/3/1914,73,48,0,0
7/4/1914,74,56,0.4,0
7/5/1914,75,53,0.21,0
7/6/1914,80,48,0,0
7/7/1914,79,53,0,0
7/8/1914,82,53,T,0
7/9/1914,82,50,0,0
7/10/1914,86,54,0,0
7/11/1914,83,51,0.6,0
7/12/1914,82,54,T,0
7/13/1914,82,55,0.43,0
7/14/1914,82,52,1.4,0
7/15/1914,82,52,T,0
7/16/1914,70,53,0.25,0
7/17/1914,74,54,0.65,0
7/18/1914,71,55,0.47,0
7/19/1914,72,51,0.25,0
7/20/1914,81,51,0,0
7/21/1914,79,53,0.52,0
7/22/1914,74,49,T,0
7/23/1914,79,54,0,0
7/24/1914,77,54,T,0
7/25/1914,76,51,0,0
7/26/1914,83,52,0,0
7/27/1914,80,55,0,0
7/28/1914,79,53,0.85,0
7/29/1914,80,55,T,0
7/30/1914,80,57,0,0
7/31/1914,78,56,0.75,0
8/1/1914,82,60,0,0
8/2/1914,79,57,0.25,0
8/3/1914,78,50,T,0
8/4/1914,81,53,T,0
8/5/1914,82,50,0,0
8/6/1914,85,49,0,0
8/7/1914,80,51,0.1,0
8/8/1914,84,52,0,0
8/9/1914,81,48,T,0
8/10/1914,72,52,T,0
8/11/1914,77,49,0,0
8/12/1914,81,50,0,0
8/13/1914,84,48,0,0
8/14/1914,84,47,0,0
8/15/1914,84,51,T,0
8/16/1914,87,50,0,0
8/17/1914,86,52,0,0
8/18/1914,82,52,0,0
8/19/1914,82,50,0.13,0
8/20/1914,84,49,T,0
8/21/1914,78,57,0,0
8/22/1914,78,55,0.25,0
8/23/1914,75,45,0,0
8/24/1914,78,46,0,0
8/25/1914,76,45,0,0
8/26/1914,74,49,0.72,0
8/27/1914,70,51,0.1,0
8/28/1914,77,46,0,0
8/29/1914,77,48,T,0
8/30/1914,74,44,0,0
8/31/1914,71,44,T,0
9/1/1914,77,44,0,0
9/2/1914,80,44,0,0
9/3/1914,82,48,0,0
9/4/1914,84,49,0,0
9/5/1914,82,47,0,0
9/6/1914,79,47,0.38,0
9/7/1914,80,47,0,0
9/8/1914,79,46,T,0
9/9/1914,79,49,0,0
9/10/1914,78,42,0,0
9/11/1914,80,47,0,0
9/12/1914,78,55,0,0
9/13/1914,74,39,T,0
9/14/1914,61,29,0,0
9/15/1914,77,38,0,0
9/16/1914,77,41,0,0
9/17/1914,80,43,0,0
9/18/1914,83,45,0,0
9/19/1914,84,46,0,0
9/20/1914,83,46,T,0
9/21/1914,70,47,0,0
9/22/1914,65,39,0,0
9/23/1914,71,31,0,0
9/24/1914,75,34,0,0
9/25/1914,78,37,0,0
9/26/1914,81,37,0,0
9/27/1914,77,38,0,0
9/28/1914,73,44,0,0
9/29/1914,72,42,T,0
9/30/1914,71,39,0,0
10/1/1914,74,42,0,0
10/2/1914,71,49,0,0
10/3/1914,68,51,0,0
10/4/1914,67,43,0,0
10/5/1914,64,36,0,0
10/6/1914,65,36,0,0
10/7/1914,64,34,0,0
10/8/1914,65,35,0,0
10/9/1914,61,36,0,0
10/10/1914,65,30,0,0
10/11/1914,65,35,0,0
10/12/1914,56,34,0,0
10/13/1914,48,32,0.11,1.1
10/14/1914,62,26,0,0
10/15/1914,68,27,0,0
10/16/1914,78,28,0,0
10/17/1914,74,33,0,0
10/18/1914,72,30,0,0
10/19/1914,73,33,0,0
10/20/1914,73,34,0,0
10/21/1914,68,36,T,0
10/22/1914,65,41,T,0
10/23/1914,54,M,0.9,9
10/24/1914,51,29,0,0
10/25/1914,64,30,0,0
10/26/1914,57,28,0,0
10/27/1914,64,28,0,0
10/28/1914,64,29,0,0
10/29/1914,66,29,0,0
10/30/1914,66,29,0,0
10/31/1914,65,29,0,0
11/1/1914,65,29,0,0
11/2/1914,63,35,0,0
11/3/1914,69,26,0,0
11/4/1914,69,27,0,0
11/5/1914,69,26,0,0
11/6/1914,68,29,0,0
11/7/1914,64,26,0,0
11/8/1914,65,21,0,0
11/9/1914,66,24,0,0
11/10/1914,65,24,0,0
11/11/1914,68,22,0,0
11/12/1914,65,37,0,0
11/13/1914,66,32,0,0
11/14/1914,63,28,0,0
11/15/1914,40,17,T,T
11/16/1914,47,13,0,0
11/17/1914,49,24,0,0
11/18/1914,48,18,0,0
11/19/1914,62,18,0,0
11/20/1914,66,17,0,0
11/21/1914,63,20,0,0
11/22/1914,66,18,0,0
11/23/1914,60,22,0,0
11/24/1914,61,19,0,0
11/25/1914,64,22,0,0
11/26/1914,59,20,0,0
11/27/1914,57,23,0,0
11/28/1914,57,24,0,0
11/29/1914,54,23,0,0
11/30/1914,45,18,T,T
12/1/1914,37,20,0,0
12/2/1914,45,14,0,0
12/3/1914,48,15,0,0
12/4/1914,45,25,0,0
12/5/1914,46,15,0,0
12/6/1914,39,15,0,0
12/7/1914,33,17,T,T
12/8/1914,25,16,T,T
12/9/1914,23,10,0,0
12/10/1914,36,3,0,0
12/11/1914,37,9,0,0
12/12/1914,34,8,0,0
12/13/1914,30,-1,0,0
12/14/1914,37,-2,0,0
12/15/1914,31,-1,0,0
12/16/1914,28,-4,0,0
12/17/1914,45,7,0,0
12/18/1914,41,18,0,0
12/19/1914,30,16,T,T
12/20/1914,28,10,0.16,1.6
12/21/1914,45,-4,0,0
12/22/1914,47,8,0,0
12/23/1914,50,20,0,0
12/24/1914,44,15,0,0
12/25/1914,44,11,0,0
12/26/1914,51,10,0,0
12/27/1914,48,11,0,0
12/28/1914,45,11,0,0
12/29/1914,38,7,0,0
12/30/1914,37,6,0,0
12/31/1914,35,10,0,0
1/1/1915,50,6,0,0
1/2/1915,57,6,0,0
1/3/1915,54,9,0,0
1/4/1915,51,21,0,0
1/5/1915,44,21,0.2,2
1/6/1915,37,-7,0,0
1/7/1915,37,4,0,0
1/8/1915,45,-2,0,0
1/9/1915,39,15,0,0
1/10/1915,38,19,0,0
1/11/1915,52,1,0,0
1/12/1915,48,20,0,0
1/13/1915,43,25,0,0
1/14/1915,43,22,0,0
1/15/1915,38,16,0.12,1.2
1/16/1915,23,12,0.16,1.6
1/17/1915,28,-22,0,0
1/18/1915,34,-1,0,0
1/19/1915,49,7,0,0
1/20/1915,50,12,0,0
1/21/1915,45,10,T,T
1/22/1915,21,-14,T,T
1/23/1915,31,-13,0,0
1/24/1915,41,-7,0,0
1/25/1915,40,-2,0,0
1/26/1915,41,10,0,0
1/27/1915,43,8,0,0
1/28/1915,47,8,0,0
1/29/1915,49,14,0,0
1/30/1915,47,31,0,0
1/31/1915,41,20,T,T
2/1/1915,46,13,0,0
2/2/1915,51,16,0,0
2/3/1915,49,23,0,0
2/4/1915,36,25,0,0
2/5/1915,36,4,0,0
2/6/1915,59,-1,0,0
2/7/1915,55,13,0,0
2/8/1915,58,15,0,0
2/9/1915,60,17,0,0
2/10/1915,57,33,0,0
2/11/1915,55,36,0,0
2/12/1915,51,22,0.15,1.5
2/13/1915,47,14,0,0
2/14/1915,45,15,0,0
2/15/1915,52,13,0,0
2/16/1915,52,15,0,0
2/17/1915,53,26,0,0
2/18/1915,48,16,0,0
2/19/1915,45,16,0,0
2/20/1915,45,26,T,T
2/21/1915,39,19,0.07,0.7
2/22/1915,40,18,0.07,0.7
2/23/1915,42,6,0,0
2/24/1915,41,17,0,0
2/25/1915,45,21,0,0
2/26/1915,44,16,T,T
2/27/1915,31,20,0.08,0.8
2/28/1915,48,3,T,T
3/1/1915,46,13,0,0
3/2/1915,42,21,0,0
3/3/1915,36,22,0.14,1.4
3/4/1915,27,7,T,T
3/5/1915,38,-1,0,0
3/6/1915,32,7,0,0
3/7/1915,37,5,0,0
3/8/1915,40,3,0,0
3/9/1915,44,9,0,0
3/10/1915,42,16,0.1,1
3/11/1915,44,7,0.14,1.4
3/12/1915,48,9,0,0
3/13/1915,49,17,0,0
3/14/1915,49,20,0,0
3/15/1915,49,27,0,0
3/16/1915,46,23,T,T
3/17/1915,50,15,0.13,1.3
3/18/1915,52,28,0,0
3/19/1915,39,20,T,T
3/20/1915,31,5,0,0
3/21/1915,39,14,0.34,3.4
3/22/1915,39,16,0.17,1.7
3/23/1915,56,6,0,0
3/24/1915,55,25,0,0
3/25/1915,54,24,0,0
3/26/1915,50,14,0,0
3/27/1915,56,24,0,0
3/28/1915,53,28,0,0
3/29/1915,54,28,0,0
3/30/1915,48,29,0,0
3/31/1915,48,20,T,T
4/1/1915,49,20,T,T
4/2/1915,62,27,M,0
4/3/1915,61,27,M,0
4/4/1915,64,36,M,0
4/5/1915,62,28,M,0
4/6/1915,51,38,0.19,0
4/7/1915,51,30,T,T
4/8/1915,55,27,M,0
4/9/1915,49,32,0.3,0
4/10/1915,61,23,M,0
4/11/1915,65,29,M,0
4/12/1915,65,28,M,0
4/13/1915,66,32,M,0
4/14/1915,65,40,M,0
4/15/1915,54,39,0.27,0
4/16/1915,55,34,T,0
4/17/1915,55,40,0.07,0
4/18/1915,58,37,0.17,0
4/19/1915,60,36,T,0
4/20/1915,61,31,T,0
4/21/1915,62,37,T,0
4/22/1915,61,36,0.22,0
4/23/1915,43,35,0.52,0
4/24/1915,50,34,0.12,0
4/25/1915,46,37,0.32,0
4/26/1915,65,34,T,0
4/27/1915,69,33,M,0
4/28/1915,68,35,T,0
4/29/1915,70,39,0,0
4/30/1915,63,39,0,0
5/1/1915,55,37,0.15,0
5/2/1915,47,30,0,0
5/3/1915,55,30,0,0
5/4/1915,53,30,0.1,0
5/5/1915,40,30,0.49,0
5/6/1915,38,25,0.32,3.2
5/7/1915,55,19,0,0
5/8/1915,62,28,0,0
5/9/1915,62,30,0,0
5/10/1915,69,32,0,0
5/11/1915,71,36,0,0
5/12/1915,78,43,0,0
5/13/1915,79,39,0,0
5/14/1915,79,45,T,0
5/15/1915,73,38,0,0
5/16/1915,78,38,0,0
5/17/1915,68,45,0,0
5/18/1915,67,28,0.21,T
5/19/1915,40,23,T,T
5/20/1915,40,27,T,T
5/21/1915,55,30,T,T
5/22/1915,66,30,0,0
5/23/1915,75,34,0,0
5/24/1915,75,39,0,0
5/25/1915,71,40,0,0
5/26/1915,67,40,0.65,0
5/27/1915,51,42,0.43,0
5/28/1915,67,40,T,0
5/29/1915,67,33,T,0
5/30/1915,57,43,0.15,0
5/31/1915,65,40,0,0
6/1/1915,66,47,0.15,0
6/2/1915,66,40,0,0
6/3/1915,62,40,0.52,0
6/4/1915,M,36,0,0
6/5/1915,M,38,0,0
6/6/1915,M,32,0.54,0
6/7/1915,M,32,0,0
6/8/1915,M,37,0,0
6/9/1915,M,42,0,0
6/10/1915,M,42,0,0
6/11/1915,M,43,0,0
6/12/1915,M,42,0,0
6/13/1915,M,35,T,0
6/14/1915,M,37,0,0
6/15/1915,M,41,0,0
6/16/1915,M,42,0,0
6/17/1915,M,46,0,0
6/18/1915,M,45,0,0
6/19/1915,M,43,0,0
6/20/1915,M,42,0,0
6/21/1915,M,50,0,0
6/22/1915,M,52,0,0
6/23/1915,M,47,0,0
6/24/1915,M,52,0,0
6/25/1915,M,50,0,0
6/26/1915,70,44,0,0
6/27/1915,79,44,0,0
6/28/1915,72,54,0.13,0
6/29/1915,76,42,0.1,0
6/30/1915,73,45,0,0
7/1/1915,79,50,0,0
7/2/1915,74,46,0,0
7/3/1915,74,43,0,0
7/4/1915,69,41,0,0
7/5/1915,74,42,T,0
7/6/1915,73,50,0,0
7/7/1915,79,44,0,0
7/8/1915,M,46,0,0
7/9/1915,83,46,0,0
7/10/1915,82,47,0,0
7/11/1915,90,51,0,0
7/12/1915,87,56,0,0
7/13/1915,84,55,0,0
7/14/1915,88,52,0.12,0
7/15/1915,84,56,0,0
7/16/1915,80,55,0,0
7/17/1915,88,52,0,0
7/18/1915,86,48,0,0
7/19/1915,71,48,T,0
7/20/1915,69,49,0.13,0
7/21/1915,79,48,0,0
7/22/1915,76,50,0,0
7/23/1915,81,50,0,0
7/24/1915,71,51,T,0
7/25/1915,75,49,0,0
7/26/1915,72,53,0,0
7/27/1915,69,52,0.41,0
7/28/1915,77,49,0,0
7/29/1915,75,48,0,0
7/30/1915,80,47,0,0
7/31/1915,75,50,0.35,0
8/1/1915,75,45,M,0
8/2/1915,70,50,0.13,0
8/3/1915,78,49,M,0
8/4/1915,76,49,M,0
8/5/1915,82,49,M,0
8/6/1915,79,50,M,0
8/7/1915,68,50,0.7,0
8/8/1915,65,51,0.52,0
8/9/1915,66,49,M,0
8/10/1915,69,45,T,0
8/11/1915,77,45,M,0
8/12/1915,75,51,M,0
8/13/1915,73,48,T,0
8/14/1915,69,47,1,0
8/15/1915,74,45,0.15,0
8/16/1915,75,44,M,0
8/17/1915,76,46,0.4,0
8/18/1915,72,50,0.15,0
8/19/1915,73,46,M,0
8/20/1915,70,45,M,0
8/21/1915,73,46,T,0
8/22/1915,70,46,M,0
8/23/1915,70,49,0.22,0
8/24/1915,71,44,0.15,0
8/25/1915,75,45,0.32,0
8/26/1915,75,48,T,0
8/27/1915,76,44,M,0
