datetime,Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
2023-01-16 10:00:00,10,4170.0,3260.0,910.0,1189.84,1112.7,77.14,1/16/2023
2023-01-16 11:00:00,11,4140.0,3260.0,880.0,1188.27,1112.63,75.64,1/16/2023
2023-01-16 12:00:00,12,4120.0,3260.0,860.0,1186.77,1112.65,74.12,1/16/2023
2023-01-16 13:00:00,13,4100.0,3230.0,870.0,1187.05,1112.65,74.4,1/16/2023
2023-01-16 14:00:00,14,4120.0,3250.0,870.0,1187.47,1112.64,74.83,1/16/2023
2023-01-16 15:00:00,15,4140.0,3260.0,880.0,1187.88,1112.66,75.22,1/16/2023
2023-01-16 16:00:00,16,4140.0,3260.0,880.0,1188.27,1112.63,75.64,1/16/2023
2023-01-16 17:00:00,17,4160.0,3270.0,890.0,1188.63,1112.73,75.9,1/16/2023
2023-01-16 18:00:00,18,4160.0,3260.0,900.0,1188.97,1112.69,76.28,1/16/2023
2023-01-16 19:00:00,19,4160.0,3260.0,900.0,1189.29,1112.7,76.59,1/16/2023
2023-01-16 20:00:00,20,4160.0,3250.0,910.0,1189.6,1112.7,76.9,1/16/2023
2023-01-16 21:00:00,21,4170.0,3250.0,920.0,1189.9,1112.71,77.19,1/16/2023
2023-01-16 22:00:00,22,4170.0,3250.0,920.0,1190.22,1112.76,77.46,1/16/2023
2023-01-16 23:00:00,23,4190.0,3270.0,920.0,1190.54,1112.75,77.79,1/16/2023
2023-01-16 23:59:59,24,4190.0,3260.0,930.0,1190.85,1112.74,78.11,1/16/2023
2023-01-17 01:00:00,1,4190.0,3260.0,930.0,1191.15,1112.76,78.39,1/17/2023
2023-01-17 02:00:00,2,4210.0,3270.0,940.0,1191.44,1112.73,78.71,1/17/2023
2023-01-17 03:00:00,3,4230.0,3290.0,940.0,1191.72,1112.77,78.95,1/17/2023
2023-01-17 04:00:00,4,4230.0,3280.0,950.0,1192.0,1112.76,79.24,1/17/2023
2023-01-17 05:00:00,5,4250.0,3300.0,950.0,1192.25,1112.81,79.44,1/17/2023
2023-01-17 06:00:00,6,4230.0,3280.0,950.0,1192.51,1112.82,79.69,1/17/2023
2023-01-17 07:00:00,7,4250.0,3290.0,960.0,1192.76,1112.81,79.95,1/17/2023
2023-01-17 08:00:00,8,4190.0,3260.0,930.0,1191.21,1112.74,78.47,1/17/2023
2023-01-17 09:00:00,9,4170.0,3260.0,910.0,1189.64,1112.73,76.91,1/17/2023
2023-01-17 10:00:00,10,4160.0,3280.0,880.0,1188.08,1112.71,75.37,1/17/2023
2023-01-17 11:00:00,11,4090.0,3230.0,860.0,1186.5,1112.6,73.9,1/17/2023
2023-01-17 12:00:00,12,4100.0,3250.0,850.0,1186.3,1112.59,73.71,1/17/2023
2023-01-17 13:00:00,13,4090.0,3230.0,860.0,1186.77,1112.65,74.12,1/17/2023
2023-01-17 14:00:00,14,4100.0,3230.0,870.0,1187.2,1112.68,74.52,1/17/2023
2023-01-17 15:00:00,15,4120.0,3250.0,870.0,1187.62,1112.64,74.98,1/17/2023
2023-01-17 16:00:00,16,4140.0,3260.0,880.0,1188.03,1112.71,75.32,1/17/2023
2023-01-17 17:00:00,17,4140.0,3260.0,880.0,1188.41,1112.69,75.72,1/17/2023
2023-01-17 18:00:00,18,4160.0,3270.0,890.0,1188.79,1112.75,76.04,1/17/2023
2023-01-17 19:00:00,19,4160.0,3260.0,900.0,1189.13,1112.67,76.46,1/17/2023
2023-01-17 20:00:00,20,4160.0,3250.0,910.0,1189.45,1112.71,76.74,1/17/2023
2023-01-17 21:00:00,21,4170.0,3260.0,910.0,1189.8,1112.68,77.12,1/17/2023
2023-01-17 22:00:00,22,4190.0,3270.0,920.0,1190.12,1112.76,77.36,1/17/2023
2023-01-17 23:00:00,23,4190.0,3270.0,920.0,1190.43,1112.73,77.7,1/17/2023
2023-01-17 23:59:59,24,4190.0,3270.0,920.0,1190.73,1112.73,78.0,1/17/2023
2023-01-18 01:00:00,1,4210.0,3280.0,930.0,1191.04,1112.76,78.28,1/18/2023
2023-01-18 02:00:00,2,4230.0,3300.0,930.0,1191.33,1112.77,78.56,1/18/2023
2023-01-18 03:00:00,3,4210.0,3270.0,940.0,1191.6,1112.77,78.83,1/18/2023
2023-01-18 04:00:00,4,4210.0,3270.0,940.0,1191.87,1112.8,79.07,1/18/2023
2023-01-18 05:00:00,5,4230.0,3280.0,950.0,1192.13,1112.82,79.31,1/18/2023
2023-01-18 06:00:00,6,4230.0,3280.0,950.0,1192.4,1112.75,79.65,1/18/2023
2023-01-18 07:00:00,7,4160.0,3210.0,950.0,1192.71,1112.7,80.01,1/18/2023
2023-01-18 08:00:00,8,4030.0,3070.0,960.0,1193.07,1112.6,80.47,1/18/2023
2023-01-18 09:00:00,9,3810.0,2840.0,970.0,1193.6,1112.36,81.24,1/18/2023
2023-01-18 10:00:00,10,3680.0,2720.0,960.0,1193.08,1112.24,80.84,1/18/2023
2023-01-18 11:00:00,11,3470.0,2520.0,950.0,1192.13,1111.97,80.16,1/18/2023
2023-01-18 12:00:00,12,3450.0,2500.0,950.0,1192.23,1111.98,80.25,1/18/2023
2023-01-18 13:00:00,13,3470.0,2510.0,960.0,1193.21,1112.0,81.21,1/18/2023
2023-01-18 14:00:00,14,3470.0,2490.0,980.0,1194.17,1112.0,82.17,1/18/2023
2023-01-18 15:00:00,15,3490.0,2500.0,990.0,1195.09,1112.04,83.05,1/18/2023
2023-01-18 16:00:00,16,3500.0,2500.0,1000.0,1195.96,1112.05,83.91,1/18/2023
2023-01-18 17:00:00,17,3500.0,2510.0,990.0,1195.17,1112.04,83.13,1/18/2023
2023-01-18 18:00:00,18,3470.0,2490.0,980.0,1194.24,1111.98,82.26,1/18/2023
2023-01-18 19:00:00,19,3430.0,2470.0,960.0,1193.29,1111.93,81.36,1/18/2023
2023-01-18 20:00:00,20,3420.0,2470.0,950.0,1192.37,1111.93,80.44,1/18/2023
2023-01-18 21:00:00,21,3380.0,2440.0,940.0,1191.44,1111.89,79.55,1/18/2023
2023-01-18 22:00:00,22,3360.0,2440.0,920.0,1190.5,1111.89,78.61,1/18/2023
2023-01-18 23:00:00,23,3360.0,2440.0,920.0,1189.58,1111.82,77.76,1/18/2023
2023-01-18 23:59:59,24,3330.0,2440.0,890.0,1188.65,1111.82,76.83,1/18/2023
2023-01-19 01:00:00,1,3310.0,2430.0,880.0,1187.87,1111.8,76.07,1/19/2023
2023-01-19 02:00:00,2,3400.0,2530.0,870.0,1187.32,1111.88,75.44,1/19/2023
2023-01-19 03:00:00,3,3380.0,2520.0,860.0,1186.76,1111.86,74.9,1/19/2023
2023-01-19 04:00:00,4,3360.0,2510.0,850.0,1186.2,1111.87,74.33,1/19/2023
2023-01-19 05:00:00,5,3380.0,2540.0,840.0,1185.65,1111.89,73.76,1/19/2023
2023-01-19 06:00:00,6,3400.0,2560.0,840.0,1185.11,1111.87,73.24,1/19/2023
2023-01-19 07:00:00,7,3420.0,2560.0,860.0,1186.58,1111.91,74.67,1/19/2023
2023-01-19 08:00:00,8,3420.0,2540.0,880.0,1188.11,1111.94,76.17,1/19/2023
2023-01-19 09:00:00,9,3350.0,3350.0,0.0,1187.6,1111.52,76.08,1/19/2023
2023-01-19 10:00:00,10,3100.0,3100.0,0.0,1187.07,1111.49,75.58,1/19/2023
2023-01-19 11:00:00,11,3050.0,3050.0,0.0,1186.52,1111.41,75.11,1/19/2023
2023-01-19 12:00:00,12,2900.0,2900.0,0.0,1186.1,1111.1,75.0,1/19/2023
2023-01-19 13:00:00,13,2780.0,2780.0,0.0,1185.81,1111.01,74.8,1/19/2023
2023-01-19 14:00:00,14,2720.0,2720.0,0.0,1185.55,1110.92,74.63,1/19/2023
2023-01-19 15:00:00,15,2720.0,2720.0,0.0,1185.31,1110.91,74.4,1/19/2023
2023-01-19 16:00:00,16,2720.0,2720.0,0.0,1185.08,1110.93,74.15,1/19/2023
2023-01-19 17:00:00,17,2720.0,2720.0,0.0,1187.21,1110.95,76.26,1/19/2023
2023-01-19 18:00:00,18,2730.0,2730.0,0.0,1189.4,1110.98,78.42,1/19/2023
2023-01-19 19:00:00,19,2730.0,2730.0,0.0,1189.67,1111.02,78.65,1/19/2023
2023-01-19 20:00:00,20,2730.0,2730.0,0.0,1189.72,1111.02,78.7,1/19/2023
2023-01-19 21:00:00,21,2730.0,2730.0,0.0,1189.8,1111.02,78.78,1/19/2023
2023-01-19 22:00:00,22,2730.0,2730.0,0.0,1189.88,1111.04,78.84,1/19/2023
2023-01-19 23:00:00,23,2720.0,2720.0,0.0,1189.95,1111.0,78.95,1/19/2023
2023-01-19 23:59:59,24,2720.0,2720.0,0.0,1189.8,1110.97,78.83,1/19/2023
2023-01-20 01:00:00,1,2720.0,2720.0,0.0,1189.48,1110.97,78.51,1/20/2023
2023-01-20 02:00:00,2,2720.0,2720.0,0.0,1189.19,1111.0,78.19,1/20/2023
2023-01-20 03:00:00,3,2720.0,2720.0,0.0,1188.88,1110.98,77.9,1/20/2023
2023-01-20 04:00:00,4,2720.0,2720.0,0.0,1188.51,1110.97,77.54,1/20/2023
2023-01-20 05:00:00,5,2720.0,2720.0,0.0,1188.12,1110.97,77.15,1/20/2023
2023-01-20 06:00:00,6,2720.0,2720.0,0.0,1187.73,1110.93,76.8,1/20/2023
2023-01-20 07:00:00,7,2700.0,2700.0,0.0,1187.33,1110.96,76.37,1/20/2023
2023-01-20 08:00:00,8,2690.0,2690.0,0.0,1186.71,1110.91,75.8,1/20/2023
2023-01-20 09:00:00,9,2570.0,2570.0,0.0,1186.42,1110.76,75.66,1/20/2023
2023-01-20 10:00:00,10,2520.0,2520.0,0.0,1186.33,1110.57,75.76,1/20/2023
2023-01-20 11:00:00,11,2300.0,2300.0,0.0,1186.41,1110.42,75.99,1/20/2023
2023-01-20 12:00:00,12,2190.0,2190.0,0.0,1186.59,1110.23,76.36,1/20/2023
2023-01-20 13:00:00,13,2160.0,2160.0,0.0,1186.84,1110.22,76.62,1/20/2023
2023-01-20 14:00:00,14,2170.0,2170.0,0.0,1187.09,1110.24,76.85,1/20/2023
2023-01-20 15:00:00,15,2160.0,2160.0,0.0,1187.33,1110.22,77.11,1/20/2023
2023-01-20 16:00:00,16,2190.0,2190.0,0.0,1187.57,1110.31,77.26,1/20/2023
2023-01-20 17:00:00,17,2170.0,2170.0,0.0,1187.19,1110.25,76.94,1/20/2023
2023-01-20 18:00:00,18,2170.0,2170.0,0.0,1187.27,1110.22,77.05,1/20/2023
2023-01-20 19:00:00,19,2160.0,2160.0,0.0,1187.37,1110.26,77.11,1/20/2023
2023-01-20 20:00:00,20,2120.0,2120.0,0.0,1187.5,1110.22,77.28,1/20/2023
2023-01-20 21:00:00,21,2120.0,2120.0,0.0,1187.63,1110.21,77.42,1/20/2023
2023-01-20 22:00:00,22,2120.0,2120.0,0.0,1187.77,1110.2,77.57,1/20/2023
2023-01-20 23:00:00,23,2110.0,2110.0,0.0,1187.92,1110.18,77.74,1/20/2023
2023-01-20 23:59:59,24,2110.0,2110.0,0.0,1188.07,1110.21,77.86,1/20/2023
2023-01-21 01:00:00,1,2110.0,2110.0,0.0,1188.21,1110.18,78.03,1/21/2023
2023-01-21 02:00:00,2,2110.0,2110.0,0.0,1188.35,1110.16,78.19,1/21/2023
2023-01-21 03:00:00,3,2110.0,2110.0,0.0,1188.51,1110.2,78.31,1/21/2023
2023-01-21 04:00:00,4,2120.0,2120.0,0.0,1188.62,1110.21,78.41,1/21/2023
2023-01-21 05:00:00,5,2120.0,2120.0,0.0,1188.77,1110.21,78.56,1/21/2023
2023-01-21 06:00:00,6,2120.0,2120.0,0.0,1188.87,1110.24,78.63,1/21/2023
2023-01-21 07:00:00,7,2120.0,2120.0,0.0,1189.01,1110.21,78.8,1/21/2023
2023-01-21 08:00:00,8,2080.0,2080.0,0.0,1189.2,1110.18,79.02,1/21/2023
2023-01-21 09:00:00,9,2090.0,2090.0,0.0,1189.55,1110.18,79.37,1/21/2023
2023-01-21 10:00:00,10,2030.0,2030.0,0.0,1189.84,1110.06,79.78,1/21/2023
2023-01-21 11:00:00,11,1980.0,1980.0,0.0,1190.19,1110.0,80.19,1/21/2023
2023-01-21 12:00:00,12,1990.0,1990.0,0.0,1190.59,1110.0,80.59,1/21/2023
2023-01-21 13:00:00,13,1900.0,1900.0,0.0,1191.04,1109.93,81.11,1/21/2023
2023-01-21 14:00:00,14,1810.0,1810.0,0.0,1191.54,1109.83,81.71,1/21/2023
2023-01-21 15:00:00,15,1770.0,1770.0,0.0,1192.1,1109.78,82.32,1/21/2023
2023-01-21 16:00:00,16,1750.0,1750.0,0.0,1192.65,1109.78,82.87,1/21/2023
2023-01-21 17:00:00,17,1740.0,1740.0,0.0,1193.05,1109.75,83.3,1/21/2023
2023-01-21 18:00:00,18,1740.0,1740.0,0.0,1193.5,1109.76,83.74,1/21/2023
2023-01-21 19:00:00,19,1740.0,1740.0,0.0,1193.92,1109.71,84.21,1/21/2023
2023-01-21 20:00:00,20,1740.0,1740.0,0.0,1194.35,1109.75,84.6,1/21/2023
2023-01-21 21:00:00,21,1740.0,1740.0,0.0,1194.78,1109.79,84.99,1/21/2023
2023-01-21 22:00:00,22,1750.0,1750.0,0.0,1195.18,1109.84,85.34,1/21/2023
2023-01-21 23:00:00,23,1750.0,1750.0,0.0,1195.6,1109.74,85.86,1/21/2023
2023-01-21 23:59:59,24,1750.0,1750.0,0.0,1196.01,1109.74,86.27,1/21/2023
2023-01-22 01:00:00,1,1770.0,1770.0,0.0,1196.4,1109.81,86.59,1/22/2023
2023-01-22 02:00:00,2,1770.0,1770.0,0.0,1196.78,1109.77,87.01,1/22/2023
2023-01-22 03:00:00,3,1770.0,1770.0,0.0,1197.18,1109.84,87.34,1/22/2023
2023-01-22 04:00:00,4,1780.0,1780.0,0.0,1197.55,1109.86,87.69,1/22/2023
2023-01-22 05:00:00,5,1740.0,1740.0,0.0,1196.55,1109.74,86.81,1/22/2023
2023-01-22 06:00:00,6,1710.0,1710.0,0.0,1195.26,1109.66,85.6,1/22/2023
2023-01-22 07:00:00,7,1690.0,1690.0,0.0,1194.03,1109.7,84.33,1/22/2023
2023-01-22 08:00:00,8,1660.0,1660.0,0.0,1192.74,1109.63,83.11,1/22/2023
2023-01-22 09:00:00,9,1650.0,1650.0,0.0,1193.19,1109.62,83.57,1/22/2023
2023-01-22 10:00:00,10,1630.0,1630.0,0.0,1193.82,1109.61,84.21,1/22/2023
2023-01-22 11:00:00,11,1610.0,1610.0,0.0,1194.46,1109.59,84.87,1/22/2023
2023-01-22 12:00:00,12,1530.0,1530.0,0.0,1195.16,1109.44,85.72,1/22/2023
2023-01-22 13:00:00,13,1500.0,1500.0,0.0,1195.88,1109.43,86.45,1/22/2023
2023-01-22 14:00:00,14,1480.0,1480.0,0.0,1196.63,1109.38,87.25,1/22/2023
2023-01-22 15:00:00,15,1450.0,1450.0,0.0,1197.39,1109.33,88.06,1/22/2023
2023-01-22 16:00:00,16,1450.0,1450.0,0.0,1198.11,1109.29,88.82,1/22/2023
2023-01-22 17:00:00,17,1370.0,1370.0,0.0,1197.35,1109.22,88.13,1/22/2023
2023-01-22 18:00:00,18,1280.0,1280.0,0.0,1196.45,1109.04,87.41,1/22/2023
2023-01-22 19:00:00,19,1300.0,1300.0,0.0,1195.52,1109.13,86.39,1/22/2023
2023-01-22 20:00:00,20,1280.0,1280.0,0.0,1194.57,1109.09,85.48,1/22/2023
2023-01-22 21:00:00,21,1300.0,1300.0,0.0,1195.06,1109.08,85.98,1/22/2023
2023-01-22 22:00:00,22,1290.0,1290.0,0.0,1195.84,1109.1,86.74,1/22/2023
2023-01-22 23:00:00,23,1300.0,1300.0,0.0,1196.59,1109.08,87.51,1/22/2023
2023-01-22 23:59:59,24,1300.0,1300.0,0.0,1197.33,1109.13,88.2,1/22/2023
2023-01-23 01:00:00,1,1300.0,1300.0,0.0,1198.06,1109.06,89.0,1/23/2023
2023-01-23 02:00:00,2,1320.0,1320.0,0.0,1198.75,1109.16,89.59,1/23/2023
2023-01-23 03:00:00,3,1310.0,1310.0,0.0,1199.45,1109.14,90.31,1/23/2023
2023-01-23 04:00:00,4,1330.0,1330.0,0.0,1200.11,1109.16,90.95,1/23/2023
2023-01-23 05:00:00,5,1330.0,1330.0,0.0,1199.28,1109.16,90.12,1/23/2023
2023-01-23 06:00:00,6,1310.0,1310.0,0.0,1198.38,1109.15,89.23,1/23/2023
2023-01-23 07:00:00,7,1320.0,1320.0,0.0,1197.49,1109.14,88.35,1/23/2023
2023-01-23 08:00:00,8,1280.0,1280.0,0.0,1196.63,1109.11,87.52,1/23/2023
2023-01-23 09:00:00,9,1290.0,1290.0,0.0,1197.32,1109.1,88.22,1/23/2023
2023-01-23 10:00:00,10,1320.0,1320.0,0.0,1198.17,1109.13,89.04,1/23/2023
2023-01-23 11:00:00,11,1300.0,1300.0,0.0,1198.99,1109.1,89.89,1/23/2023
2023-01-23 12:00:00,12,1300.0,1300.0,0.0,1199.77,1109.13,90.64,1/23/2023
2023-01-23 13:00:00,13,1320.0,1320.0,0.0,1200.55,1109.13,91.42,1/23/2023
2023-01-23 14:00:00,14,1340.0,1340.0,0.0,1201.3,1109.13,92.17,1/23/2023
2023-01-23 15:00:00,15,1350.0,1350.0,0.0,1202.06,1109.15,92.91,1/23/2023
2023-01-23 16:00:00,16,1340.0,1340.0,0.0,1202.76,1109.18,93.58,1/23/2023
2023-01-23 17:00:00,17,1360.0,1360.0,0.0,1201.98,1109.17,92.81,1/23/2023
2023-01-23 18:00:00,18,1320.0,1320.0,0.0,1201.12,1109.14,91.98,1/23/2023
2023-01-23 19:00:00,19,1310.0,1310.0,0.0,1200.29,1109.13,91.16,1/23/2023
2023-01-23 20:00:00,20,1300.0,1300.0,0.0,1199.43,1109.13,90.3,1/23/2023
2023-01-23 21:00:00,21,1310.0,1310.0,0.0,1199.49,1109.09,90.4,1/23/2023
2023-01-23 22:00:00,22,1320.0,1320.0,0.0,1200.16,1109.1,91.06,1/23/2023
2023-01-23 23:00:00,23,1310.0,1310.0,0.0,1200.83,1109.11,91.72,1/23/2023
2023-01-23 23:59:59,24,1320.0,1320.0,0.0,1201.46,1109.11,92.35,1/23/2023
2023-01-24 01:00:00,1,1310.0,1310.0,0.0,1202.12,1109.13,92.99,1/24/2023
2023-01-24 02:00:00,2,1330.0,1330.0,0.0,1202.0,1109.2,92.8,1/24/2023
2023-01-24 03:00:00,3,1340.0,1340.0,0.0,1201.23,1109.12,92.11,1/24/2023
2023-01-24 04:00:00,4,1320.0,1320.0,0.0,1200.32,1109.12,91.2,1/24/2023
2023-01-24 05:00:00,5,1320.0,1320.0,0.0,1199.48,1109.14,90.34,1/24/2023
2023-01-24 06:00:00,6,1320.0,1320.0,0.0,1198.59,1109.14,89.45,1/24/2023
2023-01-24 07:00:00,7,1320.0,1320.0,0.0,1197.76,1109.13,88.63,1/24/2023
2023-01-24 08:00:00,8,1290.0,1290.0,0.0,1198.45,1109.11,89.34,1/24/2023
2023-01-24 09:00:00,9,1300.0,1300.0,0.0,1199.25,1109.1,90.15,1/24/2023
2023-01-24 10:00:00,10,1310.0,1310.0,0.0,1200.04,1109.16,90.88,1/24/2023
2023-01-24 11:00:00,11,1320.0,1320.0,0.0,1200.8,1109.15,91.65,1/24/2023
2023-01-24 12:00:00,12,1320.0,1320.0,0.0,1201.54,1109.13,92.41,1/24/2023
2023-01-24 13:00:00,13,1340.0,1340.0,0.0,1202.28,1109.15,93.13,1/24/2023
2023-01-24 14:00:00,14,1320.0,1320.0,0.0,1203.02,1109.17,93.85,1/24/2023
2023-01-24 15:00:00,15,1320.0,1320.0,0.0,1203.7,1109.17,94.53,1/24/2023
2023-01-24 16:00:00,16,1360.0,1360.0,0.0,1202.92,1109.24,93.68,1/24/2023
2023-01-24 17:00:00,17,1350.0,1350.0,0.0,1202.04,1109.18,92.86,1/24/2023
2023-01-24 18:00:00,18,1340.0,1340.0,0.0,1201.21,1109.14,92.07,1/24/2023
2023-01-24 19:00:00,19,1310.0,1310.0,0.0,1200.35,1109.13,91.22,1/24/2023
2023-01-24 20:00:00,20,1330.0,1330.0,0.0,1199.51,1109.17,90.34,1/24/2023
2023-01-24 21:00:00,21,1310.0,1310.0,0.0,1199.4,1109.13,90.27,1/24/2023
2023-01-24 22:00:00,22,1310.0,1310.0,0.0,1200.11,1109.19,90.92,1/24/2023
2023-01-24 23:00:00,23,1300.0,1300.0,0.0,1200.77,1109.07,91.7,1/24/2023
2023-01-24 23:59:59,24,1310.0,1310.0,0.0,1201.43,1109.14,92.29,1/24/2023
2023-01-25 01:00:00,1,1340.0,1340.0,0.0,1202.05,1109.2,92.85,1/25/2023
2023-01-25 02:00:00,2,1330.0,1330.0,0.0,1202.02,1109.13,92.89,1/25/2023
2023-01-25 03:00:00,3,1320.0,1320.0,0.0,1201.21,1109.14,92.07,1/25/2023
2023-01-25 04:00:00,4,1320.0,1320.0,0.0,1200.32,1109.11,91.21,1/25/2023
2023-01-25 05:00:00,5,1340.0,1340.0,0.0,1199.46,1109.15,90.31,1/25/2023
2023-01-25 06:00:00,6,1340.0,1340.0,0.0,1198.58,1109.11,89.47,1/25/2023
2023-01-25 07:00:00,7,1320.0,1320.0,0.0,1197.74,1109.13,88.61,1/25/2023
2023-01-25 08:00:00,8,1290.0,1290.0,0.0,1198.43,1109.07,89.36,1/25/2023
2023-01-25 09:00:00,9,1300.0,1300.0,0.0,1199.22,1109.13,90.09,1/25/2023
2023-01-25 10:00:00,10,1310.0,1310.0,0.0,1200.01,1109.09,90.92,1/25/2023
2023-01-25 11:00:00,11,1320.0,1320.0,0.0,1200.77,1109.17,91.6,1/25/2023
2023-01-25 12:00:00,12,1320.0,1320.0,0.0,1201.5,1109.14,92.36,1/25/2023
2023-01-25 13:00:00,13,1330.0,1330.0,0.0,1202.24,1109.18,93.06,1/25/2023
2023-01-25 14:00:00,14,1320.0,1320.0,0.0,1202.96,1109.17,93.79,1/25/2023
2023-01-25 15:00:00,15,1340.0,1340.0,0.0,1203.64,1109.21,94.43,1/25/2023
2023-01-25 16:00:00,16,1360.0,1360.0,0.0,1202.86,1109.22,93.64,1/25/2023
2023-01-25 17:00:00,17,1350.0,1350.0,0.0,1201.99,1109.18,92.81,1/25/2023
2023-01-25 18:00:00,18,1330.0,1330.0,0.0,1201.16,1109.17,91.99,1/25/2023
2023-01-25 19:00:00,19,1310.0,1310.0,0.0,1200.3,1109.07,91.23,1/25/2023
2023-01-25 20:00:00,20,1320.0,1320.0,0.0,1199.45,1109.14,90.31,1/25/2023
2023-01-25 21:00:00,21,1300.0,1300.0,0.0,1198.7,1109.09,89.61,1/25/2023
2023-01-25 22:00:00,22,1290.0,1290.0,0.0,1199.43,1109.09,90.34,1/25/2023
2023-01-25 23:00:00,23,1290.0,1290.0,0.0,1200.12,1109.1,91.02,1/25/2023
2023-01-25 23:59:59,24,1300.0,1300.0,0.0,1200.79,1109.17,91.62,1/25/2023
2023-01-26 01:00:00,1,1320.0,1320.0,0.0,1201.42,1109.15,92.27,1/26/2023
2023-01-26 02:00:00,2,1320.0,1320.0,0.0,1201.6,1109.12,92.48,1/26/2023
2023-01-26 03:00:00,3,1320.0,1320.0,0.0,1200.9,1109.13,91.77,1/26/2023
2023-01-26 04:00:00,4,1330.0,1330.0,0.0,1200.0,1109.16,90.84,1/26/2023
2023-01-26 05:00:00,5,1320.0,1320.0,0.0,1199.14,1109.13,90.01,1/26/2023
2023-01-26 06:00:00,6,1310.0,1310.0,0.0,1198.28,1109.09,89.19,1/26/2023
2023-01-26 07:00:00,7,1300.0,1300.0,0.0,1197.42,1109.11,88.31,1/26/2023
2023-01-26 08:00:00,8,1290.0,1290.0,0.0,1198.11,1109.1,89.01,1/26/2023
2023-01-26 09:00:00,9,1300.0,1300.0,0.0,1198.92,1109.17,89.75,1/26/2023
2023-01-26 10:00:00,10,1290.0,1290.0,0.0,1199.72,1109.14,90.58,1/26/2023
2023-01-26 11:00:00,11,1310.0,1310.0,0.0,1200.47,1109.13,91.34,1/26/2023
2023-01-26 12:00:00,12,1320.0,1320.0,0.0,1201.23,1109.1,92.13,1/26/2023
2023-01-26 13:00:00,13,1330.0,1330.0,0.0,1201.96,1109.15,92.81,1/26/2023
2023-01-26 14:00:00,14,1330.0,1330.0,0.0,1202.68,1109.14,93.54,1/26/2023
2023-01-26 15:00:00,15,1350.0,1350.0,0.0,1203.38,1109.15,94.23,1/26/2023
2023-01-26 16:00:00,16,1350.0,1350.0,0.0,1202.6,1109.18,93.42,1/26/2023
2023-01-26 17:00:00,17,1320.0,1320.0,0.0,1201.73,1109.09,92.64,1/26/2023
2023-01-26 18:00:00,18,1300.0,1300.0,0.0,1200.91,1109.1,91.81,1/26/2023
2023-01-26 19:00:00,19,1300.0,1300.0,0.0,1200.07,1109.07,91.0,1/26/2023
2023-01-26 20:00:00,20,1280.0,1280.0,0.0,1199.23,1109.07,90.16,1/26/2023
2023-01-26 21:00:00,21,1280.0,1280.0,0.0,1199.37,1109.11,90.26,1/26/2023
2023-01-26 22:00:00,22,1290.0,1290.0,0.0,1200.05,1109.07,90.98,1/26/2023
2023-01-26 23:00:00,23,1280.0,1280.0,0.0,1200.73,1109.09,91.64,1/26/2023
2023-01-26 23:59:59,24,1270.0,1270.0,0.0,1201.38,1109.08,92.3,1/26/2023
2023-01-27 01:00:00,1,1290.0,1290.0,0.0,1202.02,1109.07,92.95,1/27/2023
2023-01-27 02:00:00,2,1290.0,1290.0,0.0,1201.85,1109.08,92.77,1/27/2023
2023-01-27 03:00:00,3,1300.0,1300.0,0.0,1200.92,1109.15,91.77,1/27/2023
2023-01-27 04:00:00,4,1290.0,1290.0,0.0,1200.11,1109.14,90.97,1/27/2023
2023-01-27 05:00:00,5,1310.0,1310.0,0.0,1199.24,1109.11,90.13,1/27/2023
2023-01-27 06:00:00,6,1280.0,1280.0,0.0,1198.41,1109.04,89.37,1/27/2023
2023-01-27 07:00:00,7,1250.0,1250.0,0.0,1197.62,1109.01,88.61,1/27/2023
2023-01-27 08:00:00,8,1170.0,1170.0,0.0,1198.42,1108.93,89.49,1/27/2023
2023-01-27 09:00:00,9,1160.0,1160.0,0.0,1199.36,1108.95,90.41,1/27/2023
2023-01-27 10:00:00,10,1130.0,1130.0,0.0,1200.28,1108.78,91.5,1/27/2023
2023-01-27 11:00:00,11,1100.0,1100.0,0.0,1201.21,1108.77,92.44,1/27/2023
2023-01-27 12:00:00,12,1080.0,1080.0,0.0,1202.13,1108.78,93.35,1/27/2023
2023-01-27 13:00:00,13,1090.0,1090.0,0.0,1201.64,1108.81,92.83,1/27/2023
2023-01-27 14:00:00,14,1080.0,1080.0,0.0,1200.92,1108.8,92.12,1/27/2023
2023-01-27 15:00:00,15,1100.0,1100.0,0.0,1200.28,1108.79,91.49,1/27/2023
2023-01-27 16:00:00,16,1060.0,1060.0,0.0,1199.61,1108.78,90.83,1/27/2023
2023-01-27 17:00:00,17,1060.0,1060.0,0.0,1198.95,1108.64,90.31,1/27/2023
2023-01-27 18:00:00,18,1060.0,1060.0,0.0,1198.29,1108.72,89.57,1/27/2023
2023-01-27 19:00:00,19,1040.0,1040.0,0.0,1197.62,1108.8,88.82,1/27/2023
2023-01-27 20:00:00,20,1030.0,1030.0,0.0,1197.05,1108.72,88.33,1/27/2023
2023-01-27 21:00:00,21,1030.0,1030.0,0.0,1198.03,1108.77,89.26,1/27/2023
2023-01-27 22:00:00,22,1060.0,1060.0,0.0,1198.95,1108.78,90.17,1/27/2023
2023-01-27 23:00:00,23,1060.0,1060.0,0.0,1199.85,1108.75,91.1,1/27/2023
