"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AL1","AN1","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","WA1","REM","EQD"
"72694024232","2025-01-29T08:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0011,5","-0050,5","10207,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10133,5","0,9,001,9,+999,9",,,,,,,,,,,,,,,,,"MET09801/29/25 00:56:02 METAR KSLE 290856Z 00000KT 10SM CLR M01/M05 A3014 RMK AO2 SLP207 T10111050 50001",
"72694024232","2025-01-29T09:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","-0011,1","-0050,1","10207,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10135,1","9,9,001,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 35966 00000 11011 21050 30135 40207 50001 90856 555 92909=",
"72694024232","2025-01-29T09:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0011,5","-0050,5","10206,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10133,5",,,,,,,,,,,,,,,,,,"MET09201/29/25 01:56:02 METAR KSLE 290956Z 00000KT 10SM CLR M01/M05 A3014 RMK AO2 SLP206 T10111050",
"72694024232","2025-01-29T10:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","170,5,N,0015,5","22000,5,9,N","014484,5,N,5","-0028,5","-0056,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10130,5",,,,,,,,,,,,,,,,,,"MET09101/29/25 02:56:02 METAR KSLE 291056Z 17003KT 9SM CLR M03/M06 A3013 RMK AO2 SLP205 T10281056",
"72694024232","2025-01-29T11:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0022,5","-0056,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0011,1","060,N,-0028,1",,,,,,,,,,,"10203,5,10130,5","8,9,004,9,+999,9",,,,,,,,,,,,,,,,,"MET11001/29/25 03:56:02 METAR KSLE 291156Z 00000KT 10SM CLR M02/M06 A3013 RMK AO2 SLP203 T10221056 10011 21028 58004",
"72694024232","2025-01-29T12:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","-0022,1","-0056,1","10203,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0122,1","240,N,-0028,1",,,,,,,,,,,"99999,9,10132,1","8,1,004,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072694 35966 00000 11022 21056 30132 40203 58004 91156 333 10122 21028 555 92912=",
"72694024232","2025-01-29T12:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","170,5,N,0015,5","22000,5,9,N","014484,5,N,5","-0022,5","-0056,5","10206,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10133,5",,,,,,,,,,,,,,,,,,"MET09101/29/25 04:56:02 METAR KSLE 291256Z 17003KT 9SM CLR M02/M06 A3014 RMK AO2 SLP206 T10221056",
"72694024232","2025-01-29T13:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","014484,5,N,5","-0017,5","-0056,5","10208,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10133,5",,,,,,,,,,,,,,,,,"9,000,9,9","MET09701/29/25 05:56:02 METAR KSLE 291356Z 00000KT 9SM CLR M02/M06 A3014 RMK AO2 SLP208 I1000 T10171056",
"72694024232","2025-01-29T14:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","-0028,5","-0061,5","10214,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10140,5","3,9,010,9,+999,9",,,,,,,,,,,,,,,,"9,000,9,9","MET11401/29/25 06:56:02 METAR KSLE 291456Z 00000KT 8SM CLR M03/M06 A3016 RMK AO2 SLP214 I1000 I3000 T10281061 53010 (RB)",
"72694024232","2025-01-29T15:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","012000,1,9,9","-0028,1","-0061,1","10214,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10142,1","3,1,010,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 32962 00000 11028 21061 30142 40214 53010 91456 555 92915=",
"72694024232","2025-01-29T15:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","-0028,5","-0067,5","10219,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,0,09,0,0,1,5",,,"41,5",,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10217,5,10143,5",,,,,,,,,,,,,,,,,"9,000,9,9","MET11901/29/25 07:56:02 METAR KSLE 291556Z 00000KT 8SM UP CLR M03/M07 A3017 RMK AO2 UPB56 SLP219 P0000 I1000 T10281067 $ (RB)",
"72694024232","2025-01-29T16:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","011265,5,N,5","+0006,5","-0033,5","10221,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10220,5,10146,5",,,,,,,,,,,,,,,,,,"MET10901/29/25 08:56:02 METAR KSLE 291656Z 00000KT 7SM CLR 01/M03 A3018 RMK AO2 UPE07 SLP221 P0000 T00061033 $ (RB)",
"72694024232","2025-01-29T17:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0039,5","-0017,5","10225,5","01,0000,9,5","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0039,1","060,N,-0033,1",,,,,,,,,,,"10224,5,10150,5","1,9,011,9,+999,9",,,,,,,,,,,,,,,,"9,000,9,9","MET12801/29/25 09:56:02 METAR KSLE 291756Z 00000KT 10SM CLR 04/M02 A3019 RMK AO2 SLP225 60000 I6000 T00391017 10039 21033 51011 $ (RB)",
"72694024232","2025-01-29T18:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0039,1","-0017,1","10225,1","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,M,+0039,1","120,N,-0033,1",,,,,,,,,,,"99999,9,10152,1","1,1,011,1,+999,9",,,,,,,,,,,,,,,,,"SYN08672694 12966 00000 10039 21017 30152 40225 51011 69901 91756 333 10039 21033 555 92918=",
"72694024232","2025-01-29T18:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0056,5","-0017,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10224,5,10150,5",,,,,,,,,,,,,,,,,,"MET09801/29/25 10:56:02 METAR KSLE 291856Z 00000KT 10SM CLR 06/M02 A3019 RMK AO2 SLP225 T00561017 $ (RB)",
"72694024232","2025-01-29T19:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0078,5","-0011,5","10217,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10217,5,10143,5",,,,,,,,,,,,,,,,,,"MET09801/29/25 11:56:02 METAR KSLE 291956Z 00000KT 10SM CLR 08/M01 A3017 RMK AO2 SLP217 T00781011 $ (LR)",
"72694024232","2025-01-29T20:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0106,5","+0000,5","10206,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10207,5,10133,5","8,9,018,9,+999,9",,,,,,,,,,,,,,,,,"MET10301/29/25 12:56:02 METAR KSLE 292056Z 00000KT 10SM CLR 11/00 A3014 RMK AO2 SLP206 T01060000 58018 $ (RB)",
"72694024232","2025-01-29T21:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0106,1","+0000,1","10206,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10135,1","8,1,018,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 32966 00000 10106 20000 30135 40206 58018 92056 555 92921=",
"72694024232","2025-01-29T21:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","360,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0128,5","+0006,5","10203,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10130,5",,,,,,,,,,,,,,,,,,"MET09701/29/25 13:56:02 METAR KSLE 292156Z 36003KT 10SM CLR 13/01 A3013 RMK AO2 SLP203 T01280006 $ (LR)",
"72694024232","2025-01-29T22:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0133,5","+0000,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10126,5",,,,,,,,,,,,,,,,,,"MET09501/29/25 14:56:02 METAR KSLE 292256Z 00000KT 10SM CLR 13/00 A3012 RMK AO2 SLP200 T01330000 (LR)",
"72694024232","2025-01-29T23:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0133,5","+0000,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0139,1","060,N,+0039,1",,,,,,,,,,,"10196,5,10123,5","7,9,009,9,+999,9",,,,,,,,,,,,,,,,,"MET11301/29/25 15:56:02 METAR KSLE 292356Z 00000KT 10SM CLR 13/00 A3011 RMK AO2 SLP197 T01330000 10139 20039 57009 (LR)",
"72694024232","2025-01-30T00:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0133,1","+0000,1","10197,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,M,+0139,1","120,N,-0027,1",,,,,,,,,,,"99999,9,10125,1","7,1,009,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072694 32966 00000 10133 20000 30125 40197 57009 92356 333 10139 21027 555 93000=",
"72694024232","2025-01-30T00:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","100,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0117,5","+0006,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10193,5,10120,5",,,,,,,,,,,,,,,,,,"MET09501/29/25 16:56:03 METAR KSLE 300056Z 10003KT 10SM CLR 12/01 A3010 RMK AO2 SLP194 T01170006 (LR)",
"72694024232","2025-01-30T01:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","330,5,N,0015,5","22000,5,9,N","011265,5,N,5","+0089,5","+0000,5","10198,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10196,5,10123,5",,,,,,,,,,,,,,,,,,"MET09401/29/25 17:56:03 METAR KSLE 300156Z 33003KT 7SM CLR 09/00 A3011 RMK AO2 SLP198 T00890000 (LR)",
"72694024232","2025-01-30T02:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0061,5","-0006,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10200,5,10126,5","3,9,003,9,+999,9",,,,,,,,,,,,,,,,,"MET10201/29/25 18:56:03 METAR KSLE 300256Z 00000KT 10SM CLR 06/M01 A3012 RMK AO2 SLP201 T00611006 53003 (LR)",
"72694024232","2025-01-30T03:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0061,1","-0006,1","10201,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10128,1","3,1,003,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 32966 00000 10061 21006 30128 40201 53003 90256 555 93003=",
"72694024232","2025-01-30T03:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","170,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0033,5","-0017,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10130,5",,,,,,,,,,,,,,,,,,"MET09601/29/25 19:56:03 METAR KSLE 300356Z 17003KT 10SM CLR 03/M02 A3013 RMK AO2 SLP204 T00331017 (LR)",
"72694024232","2025-01-30T04:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0022,5","-0022,5","10206,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10203,5,10130,5",,,,,,,,,,,,,,,,,,"MET09101/29/25 20:56:03 METAR KSLE 300456Z 00000KT 10SM CLR 02/M02 A3013 RMK AO2 SLP206 T00221022",
"72694024232","2025-01-30T05:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","270,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0022,5","-0022,5","10212,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0133,1","060,N,+0017,1",,,,,,,,,,,"10210,5,10136,5","3,9,011,9,+999,9",,,,,,,,,,,,,,,,,"MET10901/29/25 21:56:03 METAR KSLE 300556Z 27003KT 10SM CLR 02/M02 A3015 RMK AO2 SLP212 T00221022 10133 20017 53011",
"72694024232","2025-01-30T06:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","016000,1,9,9","+0022,1","-0022,1","10212,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0133,1","240,N,-0027,1",,,,,,,,,,,"99999,9,10138,1","3,1,011,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072694 35966 02703 10022 21022 30138 40212 53011 90556 333 10133 21027 555 93006=",
"72694024232","2025-01-30T06:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","+0011,5","-0028,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10140,5",,,,,,,,,,,,,,,,,,"MET09001/29/25 22:56:03 METAR KSLE 300656Z 00000KT 8SM CLR 01/M03 A3016 RMK AO2 SLP213 T00111028",
"72694024232","2025-01-30T07:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","+0006,5","-0033,5","10215,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0139,1","240,N,-0033,1",,,,,,,,,,,"10213,5,10140,5",,,,,,,,,,,,,,,,,,"MET10001/29/25 23:56:03 METAR KSLE 300756Z 00000KT 8SM CLR 01/M03 A3016 RMK AO2 SLP215 T00061033 401391033",
"72694024232","2025-01-30T07:59:00","6","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","SOD  ","KSLE ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,6",,,,,,,,,,,,,,,,,,,,,"AU,19,UP  ,5",,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0139,5","240,N,-0032,5",,,,,,,,,,,,,,"10134,4,10193,4",,,,,,,,"1,24,00358,350,1412,5","2,24,00268,150,2135,5","3,24,00045,999,9999,5",,,,,"SOD75424 HR PRECIPITATION (IN):T     24 HR MAX TEMP (F):57 24 HR MAX TEMP TIME (LST):1535 24 HR MIN TEMP (F):26 24 HR MIN TEMP TIME (LST):0706 AVERAGE STATION PRESSURE:29.925 MINIMUM SEA LEVEL PRESSURE:30.10 TIME OF OCCURRENCE:1726 PEAK WIND SPEED (MPH):8   PEAK WIND DIR (DEG):350 PEAK WIND TIME (LST):1412  FASTEST 2MIN SPEED (MPH):6  FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):2135 AVERAGE WIND SPEED (MPH):1.0  24 HR AVG TEMP (F):42 DEPART FROM NORMAL:+11  HEATING DEGREE DAYS:23  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):57  LATEST NIGHT MIN TEMP(1900-0800 LST):26 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     T7AAP092R02     N7GJS072R03     N7GKS075"
"72694024232","2025-01-30T08:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","-0006,5","-0044,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10213,5,10140,5","0,9,002,9,+999,9",,,,,,,,,,,,,,,,,"MET09701/30/25 00:56:02 METAR KSLE 300856Z 00000KT 8SM CLR M01/M04 A3016 RMK AO2 SLP213 T10061044 50002",
"72694024232","2025-01-30T09:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","012000,1,9,9","-0006,1","-0044,1","10213,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99999,9,10142,1","9,9,002,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 35962 00000 11006 21044 30142 40213 50002 90856 555 93009=",
"72694024232","2025-01-30T09:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","290,5,N,0015,5","22000,5,9,N","999999,7,N,5","+0000,5","-0044,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10210,5,10136,5",,,,,,,,,,,,,,,,,,"MET08801/30/25 01:56:02 METAR KSLE 300956Z 29003KT CLR 00/M04 A3015 RMK AO2 SLP210 T00001044 $",
"72694024232","2025-01-30T10:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","140,5,N,0015,5","22000,5,9,N","999999,7,N,5","-0011,5","-0050,5","10211,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10210,5,10136,5",,,,,,,,,,,,,,,,,"9,000,9,9","MET09501/30/25 02:56:02 METAR KSLE 301056Z 14003KT CLR M01/M05 A3015 RMK AO2 SLP211 I1000 T10111050 $",
"72694024232","2025-01-30T11:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","22000,5,9,N","999999,7,N,5","-0011,5","-0050,5","10216,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0028,1","060,N,-0017,1",,,,,,,,,,,"10217,5,10143,5","3,9,003,9,+999,9",,,,,,,,,,,,,,,,"9,000,9,9","MET11901/30/25 03:56:02 METAR KSLE 301156Z 00000KT CLR M01/M05 A3017 RMK AO2 SLP216 I1000 I6000 T10111050 10028 21017 53003 $",
"72694024232","2025-01-30T12:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0011,1","-0050,1","10216,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0139,1","240,N,-0017,1",,,,,,,,,,,"99999,9,10145,1","3,1,003,1,+999,9",,,,,,,,,,,,,,,,,"SYN08072694 359// 00000 11011 21050 30145 40216 53003 91156 333 10139 21017 555 93012=",
